num of shots,depolarization error,mean RAV,STDEV RAV,Ratio RAV,mean XEB,STDEV XEB,Ratio XEB
100,0.003485527984255851,0.0015893803386965665,4.041252376258815e-05,0.025426590966722302,0.0010722544317111216,9.927440566934283e-05,0.09258474736347704
100,0.0054331556335843936,0.002409234052370408,5.204179592461349e-05,0.021600971426337916,0.0016281294893067898,0.0001225754118822378,0.07528603387340331
100,0.00846906990048226,0.0035655109190451096,9.407989092988173e-05,0.02638608969821289,0.0023628906265600468,0.00016637750946346674,0.0704127002719898
100,0.01320137868606126,0.0052447085603585485,0.00015070199984195448,0.028734103736672054,0.003442219894739684,0.00022707681130942193,0.0659681305242687
100,0.02057798568918039,0.0077735285607856384,0.00021114360591728996,0.027161874336247442,0.004966469975691822,0.00039309603177395554,0.0791499865493897
100,0.03207645997392824,0.01165555753809103,0.0005233961112348284,0.0449052831256111,0.006985604150751477,0.0007746857824256383,0.11089746365635411
100,0.05,0.01718652888668992,0.0009570463465660777,0.05568584284097418,0.009840316236248701,0.001840833214014529,0.1870705340986365
100,0.0001,5.122001062106918e-05,1.5165026403868188e-05,0.29607620576380955,9.351161486579441e-05,4.511118408555307e-05,0.4824126302416608
100,0.00015587755020547784,7.717969296056393e-05,1.789978369811133e-05,0.23192348934657567,0.00010466113673110567,4.495581583096817e-05,0.4295368580456774
100,0.00024297810658061288,0.00011898490895660974,1.810919287841002e-05,0.15219739240220712,0.00011580236900921026,5.3840936292188616e-05,0.46493812477969615
100,0.0003787483200735143,0.000183756479325794,1.8192802357713718e-05,0.09900495712838783,0.00013527160511450864,5.420525316728109e-05,0.4007142010431225
100,0.0005903836027749967,0.00028907320512853497,2.1738145041780846e-05,0.07519944656273171,0.00019039974868022557,6.340558856017433e-05,0.33301298452165173
100,0.0009202754968205042,0.0004439500928140161,2.5086113824550273e-05,0.05650660790617199,0.00028830671215902105,6.16366836801234e-05,0.21378858375703202
100,0.0014345028995850922,0.0006859627690070702,2.2819343875388213e-05,0.033266155112790116,0.0004475385540858623,7.611088661689512e-05,0.17006554166569726
100,0.0022360679774997894,0.0010512856910269007,3.346168537849521e-05,0.03182929784368099,0.0007000721224474449,8.891164595429712e-05,0.12700355163902674
100,0.003485527984255851,0.001598459659155801,4.721630724825383e-05,0.029538629253359018,0.0010738907971486389,0.00010652111569712791,0.0991917576535337
100,0.0054331556335843936,0.002401897850875059,6.042381184859966e-05,0.025156695080344932,0.0016100190621788535,0.00011872349265235406,0.07374042670754748
100,0.00846906990048226,0.003552225077804696,9.069581374144926e-05,0.025532113465484573,0.002370618863642151,0.00018049870318843832,0.07613990842506217
100,0.01320137868606126,0.005267676341330898,0.0001342093890208433,0.025477911003722525,0.003476162700374117,0.00021658563033058828,0.06230595314404547
100,0.02057798568918039,0.007788667976939157,0.00025259994490688575,0.03243172589392547,0.004997780180309186,0.0003553891962287393,0.07110940925912297
100,0.03207645997392824,0.011508555937849906,0.00043805258157187543,0.038063210009796844,0.0071942973673299,0.0007826118711506286,0.1087822522744967
100,0.05,0.017183478191950638,0.0008610866614862419,0.05011131342952477,0.010096752900958385,0.0019721231808823413,0.19532251608288317
100,0.0001,5.0479754981968e-05,1.5915347594828133e-05,0.3152817916908134,8.406736587632358e-05,4.322952794921792e-05,0.5142248421678326
100,0.00015587755020547784,7.648853389241039e-05,1.5781227966878685e-05,0.20632148589848426,9.732073942043007e-05,5.1843824355235425e-05,0.5327109582600654
100,0.00024297810658061288,0.00011747817053326836,1.6033275935283046e-05,0.13647876760851174,0.00011523490601117125,4.297578631642786e-05,0.3729406983007531
100,0.0003787483200735143,0.00018922339214378915,1.7536809000799598e-05,0.09267780691445134,0.00014762960227846734,5.74500782036068e-05,0.3891501251574274
100,0.0005903836027749967,0.00028675837554001827,2.192255124974571e-05,0.07644955865181463,0.000183928248518771,6.292685157310145e-05,0.3421271723069737
100,0.0009202754968205042,0.0004474995177774288,2.6756266375328194e-05,0.0597906038161048,0.0002871778604329345,6.953539453476429e-05,0.24213354897879777
100,0.0014345028995850922,0.0006890242019485504,2.488062983527832e-05,0.0361099505139533,0.0004523436926518254,8.621461691849192e-05,0.19059537762771986
100,0.0022360679774997894,0.0010520901507885616,3.291756886903043e-05,0.03128778350824602,0.0006944689501277778,8.835325919809875e-05,0.12722420373415155
100,0.003485527984255851,0.0015922740425319314,4.996990815891927e-05,0.03138273112802891,0.001070627334027321,0.00010731999924668922,0.1002402944850935
100,0.0054331556335843936,0.002405355373185294,5.833667441950588e-05,0.02425282977718735,0.0016013721417368453,0.00011945034336937145,0.07459249493363598
100,0.00846906990048226,0.003557726036473765,7.542371678144702e-05,0.021199978865208836,0.0023543994983873306,0.0001555793857906636,0.06608028327275352
100,0.01320137868606126,0.005257369400552721,0.00015582054501628057,0.0296385003876461,0.003494897106783388,0.00021690020647676563,0.062061972026522666
100,0.02057798568918039,0.00779357083337488,0.0002453165252451504,0.03147678137402904,0.004971977511527721,0.0003972716036501871,0.07990213204486497
100,0.03207645997392824,0.011588166426495596,0.0005002563120373128,0.043169582971600146,0.007131336655143328,0.0008802236690189757,0.1234303906244747
100,0.05,0.01722515067230143,0.0009281189732816037,0.0538816171154919,0.010107992726301878,0.002050897547925557,0.20289859752163678
100,0.0001,5.063567662795254e-05,1.8706175353905533e-05,0.36942678758595116,8.784916423866918e-05,4.4726801930024717e-05,0.5091317864847371
100,0.00015587755020547784,7.538444373791143e-05,1.797189894228176e-05,0.23840328390250562,0.0001022167181308531,4.900221142542827e-05,0.47939527233400225
100,0.00024297810658061288,0.00011838267307125561,1.885199131148084e-05,0.15924620404654702,0.00010593489554088565,4.866563854451832e-05,0.45939195291636253
100,0.0003787483200735143,0.00018624265463701662,1.694670350678079e-05,0.0909926007004657,0.00014131298397604186,5.664115675777769e-05,0.40082061226150745
100,0.0005903836027749967,0.0002852392238184753,1.8943742991338963e-05,0.06641352734641663,0.0001859410823890284,5.86492662011852e-05,0.31541854789507157
100,0.0009202754968205042,0.000446454474204393,2.5352546907463602e-05,0.056786410199255524,0.00026666273551020914,7.117007947069107e-05,0.26689173248943265
100,0.0014345028995850922,0.0006861436002841669,2.8262828868438432e-05,0.041190836519838354,0.00045184160718922064,7.199678298256476e-05,0.15934075533777525
100,0.0022360679774997894,0.0010528012557611155,3.9213126770473505e-05,0.03724646656326853,0.0007164146475201738,8.820678116307169e-05,0.12312252613538005
100,0.003485527984255851,0.0015903176850676826,4.313538578799376e-05,0.027123754073173093,0.001074072008293151,0.0001026564836653499,0.09557690999552745
100,0.0054331556335843936,0.0024012433549755498,5.491034208621165e-05,0.02286746238045113,0.0016038582841802417,0.00011436659942329603,0.07130717255468158
100,0.00846906990048226,0.00356778460955532,9.586127152840573e-05,0.026868570280747312,0.0023529361009946292,0.00013727195135305496,0.05834070517045813
100,0.01320137868606126,0.0052676386070878356,0.0001396745684823351,0.02651559434893596,0.0034481194914704784,0.00025184241375527755,0.07303761206021236
100,0.02057798568918039,0.007808427216613273,0.00024712058257919385,0.03164793315271199,0.004977171679111663,0.00039591866275694393,0.07954691706105835
100,0.03207645997392824,0.011670107223775532,0.00047195412378375653,0.04044128427734096,0.007098318866668439,0.0008272981703056556,0.11654846532612079
100,0.05,0.017249176988671348,0.000884563346628229,0.05128148126772536,0.009996428018567068,0.002016264871410792,0.2016985334827442
100,0.0001,5.290553302428669e-05,1.5506429246444938e-05,0.29309655077714825,9.32775833116739e-05,4.651247131078882e-05,0.4986457588140331
100,0.00015587755020547784,7.62535348073401e-05,1.4515406978731564e-05,0.19035716856150678,9.28995238467778e-05,4.520110306066582e-05,0.4865590391530689
100,0.00024297810658061288,0.0001184603012239016,1.9444577351062126e-05,0.1641442504380431,0.00011238192350734866,5.119072925631194e-05,0.45550679022649565
100,0.0003787483200735143,0.00018833593171711628,1.896157010368074e-05,0.10067951415750731,0.00013157508360831739,4.929775187161619e-05,0.37467391636527053
100,0.0005903836027749967,0.0002895892621706786,2.0628962731160834e-05,0.07123524738635682,0.00018141167384919777,5.965870513378205e-05,0.3288581372297716
100,0.0009202754968205042,0.0004433211618964816,2.308490221302285e-05,0.05207263762069929,0.0002716983328156808,6.407375981629764e-05,0.23582684204310175
100,0.0014345028995850922,0.000684369607537304,2.565335679935912e-05,0.037484652323577644,0.00043850028185720926,8.66022273318441e-05,0.1974964006067498
100,0.0022360679774997894,0.001052835132227724,3.750302445397972e-05,0.03562098500135154,0.0007058103212970612,8.632252448171274e-05,0.12230272337627286
100,0.003485527984255851,0.001603031534619641,4.079093484711869e-05,0.02544612128094994,0.0010808894095142773,9.455035784125582e-05,0.0874745899154884
100,0.0054331556335843936,0.0023926445534932896,5.824639212528747e-05,0.024343938609789343,0.0015880011735309174,0.00012115349299052447,0.07629307522559314
100,0.00846906990048226,0.0035558013366167374,8.136624610862188e-05,0.02288267493201405,0.0023871316172763266,0.00017486689984354056,0.07325398339076941
100,0.01320137868606126,0.0052482251120561894,0.00013454189509238163,0.025635694395675375,0.0034386411979943675,0.00020800963425270994,0.060491811234633694
100,0.02057798568918039,0.007831018432719555,0.0002637182419339172,0.033676110482903455,0.004948319097620697,0.0003990773291225756,0.08064906915854804
100,0.03207645997392824,0.011613699424113806,0.00047000029832968066,0.040469473263085115,0.006841446254925496,0.0007385497670420926,0.10795228662512317
100,0.05,0.017297401382982414,0.0010269430840619859,0.05936978979237404,0.009658435455652509,0.0019947451963370573,0.20652881157575592
100,0.0001,4.7846766463416345e-05,1.872276569216622e-05,0.3913068128957399,9.27107891968526e-05,4.441202740744053e-05,0.4790383923185097
100,0.00015587755020547784,7.881303471361845e-05,1.612947932762978e-05,0.2046549709225027,9.923060347556078e-05,4.709688831564273e-05,0.47462059753815855
100,0.00024297810658061288,0.00011973765010531823,2.002739484034949e-05,0.16726063040934822,0.00010484156911777731,4.4377246684901366e-05,0.4232791158919864
100,0.0003787483200735143,0.00018646096212654562,1.9110411773184274e-05,0.10249014890427624,0.000131849357447158,5.3381211772697586e-05,0.4048651643531253
100,0.0005903836027749967,0.0002867487660565249,2.3206205645710348e-05,0.08092870272765484,0.00018110980926932973,5.9954675957926117e-05,0.33104046765775713
100,0.0009202754968205042,0.000449772633449691,2.3767390615574304e-05,0.0528431230537124,0.00027382762592757516,6.814876539506926e-05,0.2488746895577803
100,0.0014345028995850922,0.0006824527528119329,2.4972614566837098e-05,0.036592444625567995,0.00044589879484485564,7.276718355584169e-05,0.16319215121709407
100,0.0022360679774997894,0.0010501147608584227,3.627088699429069e-05,0.034539926821560755,0.0007065797611294944,8.995805621899965e-05,0.12731479327287595
100,0.003485527984255851,0.0015967897042137068,4.7587395580107865e-05,0.029801917844617436,0.0010498521267083283,0.00010320252991863947,0.09830196776589602
100,0.0054331556335843936,0.002387375329211712,4.9244227945612504e-05,0.02062693173673386,0.001614434461452855,0.00012351134731581926,0.07650440464747603
100,0.00846906990048226,0.0035630885169685277,8.476644769198165e-05,0.023790160499324576,0.002372401697675778,0.0001715464783317617,0.0723092040019295
100,0.01320137868606126,0.005260552902590681,0.00013835355522278544,0.026300192733476748,0.003415469747840227,0.00023521181786692624,0.06886660847037585
100,0.02057798568918039,0.007779180530798973,0.00022292601886506505,0.028656748353180217,0.005014498184310315,0.0004337913100499678,0.0865074219006085
100,0.03207645997392824,0.011605949297843969,0.0004511607753755652,0.038873233356221636,0.007014663982392425,0.0008171005563235068,0.11648463253186733
100,0.05,0.017060898219437567,0.0009092972425195765,0.053297149471509625,0.009960562451728144,0.0020064053651758945,0.2014349465604511
100,0.0001,4.875557956127596e-05,1.5402015699101086e-05,0.31590262771348765,9.095520416627757e-05,4.4828028077340764e-05,0.49285830852943263
100,0.00015587755020547784,7.728450570534617e-05,1.4634033911837694e-05,0.18935275290018944,0.000102466654021508,4.606542270472317e-05,0.4495650135609378
100,0.00024297810658061288,0.00012057827220453454,1.8256502450864826e-05,0.15140789561071732,0.00011584041575115833,5.079607544708755e-05,0.43850045873630783
100,0.0003787483200735143,0.00018773092346769605,1.9360511694674338e-05,0.1031290494770608,0.0001386563358980919,5.453592772784263e-05,0.3933172427686597
100,0.0005903836027749967,0.0002871892335572157,2.060219732477564e-05,0.07173735961334754,0.00018930408948424017,6.438495409918232e-05,0.3401139102414502
100,0.0009202754968205042,0.00044268466495136274,2.354033250416404e-05,0.05317629989904979,0.0002981452953962616,6.695314883442752e-05,0.22456550503485503
100,0.0014345028995850922,0.0006857070338955407,2.7759133780232775e-05,0.04048249822162616,0.0004453957774993156,7.6430231357369e-05,0.17160070934324573
100,0.0022360679774997894,0.0010513980495464813,3.464863287691143e-05,0.03295481943480593,0.0007089699118291126,8.38175470725018e-05,0.11822440652841819
100,0.003485527984255851,0.0016036449298585899,4.2195602816229935e-05,0.02631231018199943,0.0010820439298347407,9.143585723797018e-05,0.08450290669061382
100,0.0054331556335843936,0.002397778151437631,5.673039534210272e-05,0.023659568049733456,0.0015985692646981286,0.00012612366847112512,0.07889784400111191
100,0.00846906990048226,0.003571010161919239,8.09877953147721e-05,0.022679239666807675,0.0023473902761976585,0.00016697652352621977,0.07113283428808059
100,0.01320137868606126,0.005278440009079372,0.00015466955617316058,0.029302133946225703,0.0034356961902032856,0.00022544065766643643,0.06561716903527998
100,0.02057798568918039,0.007850734700569309,0.00032273018702080414,0.041108278311506416,0.00499578868504549,0.00043108593129118745,0.08628986501803211
100,0.03207645997392824,0.011599612978062272,0.0004756507530355405,0.041005743375672386,0.0071029096114845515,0.0007015762225311134,0.09877307482510392
100,0.05,0.017072220628762586,0.0008445034549170676,0.049466526545133935,0.009753530015602842,0.00224049654118385,0.22971134938834456
100,0.0001,4.9171375477472526e-05,1.4941561610505242e-05,0.3038670662640015,9.566235392645006e-05,5.09797964049247e-05,0.5329138821329913
100,0.00015587755020547784,7.52033198398394e-05,1.4972727143059244e-05,0.19909662465628747,9.320290088400296e-05,4.3393074026633635e-05,0.46557643179624986
100,0.00024297810658061288,0.00011811686685523238,1.739573004361664e-05,0.14727557974372427,0.00010059646205458739,5.35931198251299e-05,0.5327535256264606
100,0.0003787483200735143,0.0001851582511724903,1.9560047961382376e-05,0.10563962360586657,0.0001419390140645449,5.533318749362153e-05,0.3898377613674242
100,0.0005903836027749967,0.00028860213294787607,1.998698810542779e-05,0.06925447120322428,0.00017856676717933117,6.45175515645734e-05,0.36130772026454205
100,0.0009202754968205042,0.0004421247772277181,2.4891818210882232e-05,0.05630043710050116,0.00027263081450142225,7.004567432294844e-05,0.25692500846261834
100,0.0014345028995850922,0.0006837337497215301,2.702737818102914e-05,0.03952909768171719,0.0004529293598849915,7.232109260838258e-05,0.15967411038830967
100,0.0022360679774997894,0.0010520283352992265,3.471507568314205e-05,0.032998232574475386,0.0007020985509709643,6.887828172360247e-05,0.0981034380833681
100,0.003485527984255851,0.0015940784539130615,4.380442046175987e-05,0.027479463356543738,0.0010610889691413617,0.00010087443057959731,0.09506689213933246
100,0.0054331556335843936,0.0023956658194370863,5.27908753373021e-05,0.022035993045852475,0.001600571999511121,0.00012258971727012655,0.0765911919661036
100,0.00846906990048226,0.0035719818290852645,7.275351962708157e-05,0.020367830271329445,0.002371140641639792,0.00017621657627474663,0.0743172181270875
100,0.01320137868606126,0.005260485668999404,0.00015180517805999204,0.02885763551350324,0.003475538785769109,0.0002575675973636091,0.07410868162894388
100,0.02057798568918039,0.007814461575337439,0.0002809449521046147,0.035951927000483476,0.004991070109114847,0.00037646846992062506,0.0754284074738014
100,0.03207645997392824,0.011648108366198513,0.00047521814042111697,0.040797881122066657,0.007169930465942243,0.0009501780278573813,0.1325226279907183
100,0.05,0.017120670903063687,0.0007703483527408966,0.044995219936331196,0.01011157768471989,0.002191579011618281,0.21673957120757578
